taxid	pg	order	mlst	azm_mic	azm_int	azm_cat	cfm_mic	cfm_int	cfm_cat	cip_mic	cip_int	cip_cat	cro_mic	cro_int	cro_cat
GCGS0608	5	367	8153	0.5	0.5-0.5	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.015	0.015-0.015	S
GCGS0609	5	295	1901	2	2.0-2.0	R	0.03	0.03-0.03	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0610	4	1037	8126	2	2.0-2.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0611	7	956	9363	2	2.0-2.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0612	3	483	1579	1	1.0-1.0	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0613	3	529	10311	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.004	0.004-0.004	S	0.03	0.03-0.03	S
GCGS0614	3	545	12093	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0615	3	516	1579	2	2.0-2.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0616	3	544	12093	1	1.0-1.0	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0617	5	398	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.06	0.06-0.06	S
GCGS0618	2	828	1893	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0619	3	518	1579	2	2.0-2.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0620	8	682	10932	1	1.0-1.0	S	0.03	0.03-0.03	S	0.5	0.5-0.5	S	0.008	0.008-0.008	S
GCGS0621	4	1008	1580	2	2.0-2.0	R	0.03	0.03-0.03	S	0.004	0.004-0.004	S	0.015	0.015-0.015	S
GCGS0622	4	1007	1580	1	1.0-1.0	S	0.03	0.03-0.03	S	0.004	0.004-0.004	S	0.015	0.015-0.015	S
GCGS0623	10	759	1920	2	2.0-2.0	R	0.03	0.03-0.03	S	0.004	0.004-0.004	S	0.004	0.004-0.004	S
GCGS0624	2	811	7365	0.25	0.25-0.25	S	0.03	0.03-0.03	S	2	2.0-2.0	R	0.015	0.015-0.015	S
GCGS0625	5	374	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	2	2.0-2.0	R	0.015	0.015-0.015	S
GCGS0626	5	363	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0627	5	349	1901	1	1.0-1.0	S	0.063	0.063-0.063	S	32	32.0-32.0	R	0.25	0.25-0.25	R
GCGS0628	5	348	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.03	0.03-0.03	S
GCGS0629	5	355	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.03	0.03-0.03	S
GCGS0630	3	469	1579	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0631	5	376	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0632	5	338	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	2	2.0-2.0	R	0.015	0.015-0.015	S
GCGS0633	5	327	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0634	1	629	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0635	4	1082	1580	8	8.0-8.0	R	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0636	5	339	1901	1	1.0-1.0	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0637	5	317	1901	1	1.0-1.0	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0638	7	905	9363	4	4.0-4.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0639	5	309	1901	0.06	0.06-0.06	S	0.03	0.03-0.03	S	2	2.0-2.0	R	0.008	0.008-0.008	S
GCGS0640	13	564	7363	0.125	0.125-0.125	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.015	0.015-0.015	S
GCGS0641	7	913	9363	0.25	0.25-0.25	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.03	0.03-0.03	S
GCGS0642	7	915	11463	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0643	7	901	9363	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0644	7	972	9363	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0645	7	978	9363	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0646	3	476	1579	1	1.0-1.0	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0647	8	639	1902	0.25	0.25-0.25	S	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0648	3	475	1579	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0649	4	1002	1580	4	4.0-4.0	R	0.03	0.03-0.03	S	0.004	0.004-0.004	S	0.015	0.015-0.015	S
GCGS0650	5	306	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0651	3	478	1579	0.25	0.25-0.25	S	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0652	8	643	8123	1	1.0-1.0	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.015	0.015-0.015	S
GCGS0653	5	373	1901	4	4.0-4.0	R	0.03	0.03-0.03	S	4	4.0-4.0	R	0.03	0.03-0.03	S
GCGS0654	5	390	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0655	2	836	1893	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.06	0.06-0.06	S
GCGS0656	5	383	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0657	7	930	9363	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0658	7	964	9363	1	1.0-1.0	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0659	5	380	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.015	0.015-0.015	S
GCGS0660	7	886	9363	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0661	7	970	9363	1	1.0-1.0	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0662	12	739	8154	1	1.0-1.0	S	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.004	0.004-0.004	S
GCGS0663	2	858	1889	1	1.0-1.0	S	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0664	5	403	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0665	7	935	9363	4	4.0-4.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0666	9	661	1588	0.5	0.5-0.5	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0667	9	662	1588	0.5	0.5-0.5	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0668	3	540	1920	1	1.0-1.0	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0669	7	911	9363	1	1.0-1.0	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0670	7	899	9363	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0671	3	517	1579	2	2.0-2.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0672	3	514	1579	2	2.0-2.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0673	5	375	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0674	1	592	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	32	32.0-32.0	R	0.03	0.03-0.03	S
GCGS0675	5	299	12088	0.25	0.25-0.25	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.015	0.015-0.015	S
GCGS0676	5	427	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0677	5	431	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0678	2	879	11184	0.125	0.125-0.125	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0679	8	537	1601	0.25	0.25-0.25	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0680	2	865	13525	0.125	0.125-0.125	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0681	7	932	9363	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0682	3	468	1579	0.5	0.5-0.5	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0683	5	350	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0684	5	351	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0685	11	719	1584	4	4.0-4.0	R	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0686	5	357	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0687	11	720	1584	2	2.0-2.0	R	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0688	1	591	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.015	0.015-0.015	S
GCGS0689	5	328	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0690	5	353	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0691	4	1084	1580	4	4.0-4.0	R	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0692	1	625	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0693	5	417	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0694	7	945	9363	8	8.0-8.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0695	5	433	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0696	7	926	9363	2	2.0-2.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0697	8	547	1903	0.125	0.125-0.125	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0698	7	928	9363	2	2.0-2.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0699	13	552	7363	0.5	0.5-0.5	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0700	1	604	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.015	0.015-0.015	S
GCGS0701	7	914	11463	1	1.0-1.0	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0702	3	493	1579	0.25	0.25-0.25	S	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0703	11	726	1584	2	2.0-2.0	R	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.008	0.008-0.008	S
GCGS0704	3	459	1579	4	4.0-4.0	R	0.03	0.03-0.03	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0705	4	1093	1580	2	2.0-2.0	R	0.03	0.03-0.03	S	0.004	0.004-0.004	S	0.004	0.004-0.004	S
GCGS0706	5	424	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	32	32.0-32.0	R	0.03	0.03-0.03	S
GCGS0707	5	425	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	32	32.0-32.0	R	0.03	0.03-0.03	S
GCGS0708	2	452	7371	8	8.0-8.0	R	0.03	0.03-0.03	S	16	16.0-16.0	R	0.015	0.015-0.015	S
GCGS0709	2	868	1587	0.25	0.25-0.25	S	0.03	0.03-0.03	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S
GCGS0710	5	409	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.015	0.015-0.015	S
GCGS0711	5	302	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0712	5	300	1901	0.5	0.5-0.5	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0713	3	519	1579	16	16.0-16.0	R	0.03	0.03-0.03	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0714	8	571	7828	0.125	0.125-0.125	S	0.03	0.03-0.03	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0715	6	150	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	8	8.0-8.0	R	0.015	0.015-0.015	S
GCGS0716	6	149	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.015	0.015-0.015	S
GCGS0717	1	602	1901	0.25	0.25-0.25	S	0.03	0.03-0.03	S	16	16.0-16.0	R	0.015	0.015-0.015	S
GCGS0718	3	462	1579	1	1.0-1.0	S	0.06	0.06-0.06	S	0.03	0.03-0.03	S	0.06	0.06-0.06	S
GCGS0719	4	1001	1580	4	4.0-4.0	R	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.03	0.03-0.03	S
GCGS0720	4	989	1580	4	4.0-4.0	R	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.015	0.015-0.015	S
GCGS0721	4	986	1580	4	4.0-4.0	R	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.015	0.015-0.015	S
GCGS0722	6	70	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS0723	3	491	1579	1	1.0-1.0	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0724	3	490	1579	1	1.0-1.0	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.06	0.06-0.06	S
GCGS0725	5	392	1901	1	1.0-1.0	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0726	3	530	1920	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.03	0.03-0.03	S
GCGS0727	2	833	1893	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.015	0.015-0.015	S
GCGS0728	2	822	1893	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.015	0.015-0.015	S
GCGS0729	2	820	1893	1	1.0-1.0	S	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.03	0.03-0.03	S
GCGS0730	9	658	1588	0.5	0.5-0.5	S	0.06	0.06-0.06	S	4	4.0-4.0	R	0.03	0.03-0.03	S
GCGS0731	5	318	1901	0.25	0.25-0.25	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0732	7	931	9363	1	1.0-1.0	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0733	1	630	1901	2	2.0-2.0	R	0.06	0.06-0.06	S	16	16.0-16.0	R	0.015	0.015-0.015	S
GCGS0734	3	511	1579	0.25	0.25-0.25	S	0.06	0.06-0.06	S	0.008	0.008-0.008	S	0.03	0.03-0.03	S
GCGS0735	3	510	1579	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0736	3	509	1579	0.25	0.25-0.25	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0737	3	505	1579	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0738	3	506	1579	1	1.0-1.0	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0739	9	673	1588	0.06	0.06-0.06	S	0.06	0.06-0.06	S	2	2.0-2.0	R	0.015	0.015-0.015	S
GCGS0740	6	50	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	8	8.0-8.0	R	0.032	0.032-0.032	S
GCGS0741	4	1010	1580	2	2.0-2.0	R	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.03	0.03-0.03	S
GCGS0742	2	844	1893	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.06	0.06-0.06	S
GCGS0743	2	841	1893	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0744	2	837	1893	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.06	0.06-0.06	S
GCGS0745	4	1018	1580	256	256.0-256.0	R	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0746	1	632	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	32	32.0-32.0	R	0.06	0.06-0.06	S
GCGS0747	7	977	11420	1	1.0-1.0	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0748	1	633	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0749	3	543	1920	1	1.0-1.0	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0750	4	1077	1580	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0751	4	1089	1580	8	8.0-8.0	R	0.06	0.06-0.06	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0752	1	599	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0753	1	614	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0754	5	289	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0755	13	561	7363	0.125	0.125-0.125	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0756	1	618	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0757	6	130	1901	1	1.0-1.0	S	0.063	0.063-0.063	S	4	4.0-4.0	R	0.016	0.016-0.016	S
GCGS0758	13	554	7363	0.25	0.25-0.25	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0759	6	275	1901	8	8.0-8.0	R	0.125	0.125-0.125	S	16	16.0-16.0	R	0.063	0.063-0.063	S
GCGS0760	3	527	10311	1	1.0-1.0	S	0.06	0.06-0.06	S	0.008	0.008-0.008	S	0.03	0.03-0.03	S
GCGS0761	3	526	10311	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.008	0.008-0.008	S	0.03	0.03-0.03	S
GCGS0762	1	573	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0763	4	1035	8126	8	8.0-8.0	R	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0764	9	676	1588	0.25	0.25-0.25	S	0.06	0.06-0.06	S	1	1.0-1.0	R	0.03	0.03-0.03	S
GCGS0765	3	515	1579	2	2.0-2.0	R	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0766	2	855	1893	0.25	0.25-0.25	S	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.008	0.008-0.008	S
GCGS0767	6	180	1901	0.5	0.5-0.5	S	0.25	0.25-0.25	R	16	16.0-16.0	R	0.125	0.125-0.125	R
GCGS0768	2	863	12087	0.125	0.125-0.125	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0769	8	536	12090	0.25	0.25-0.25	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.06	0.06-0.06	S
GCGS0770	13	549	7363	1	1.0-1.0	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0771	4	1004	1580	1	1.0-1.0	S	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.015	0.015-0.015	S
GCGS0772	4	1005	1580	2	2.0-2.0	R	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.03	0.03-0.03	S
GCGS0773	5	361	1901	0.25	0.25-0.25	S	0.06	0.06-0.06	S	4	4.0-4.0	R	0.06	0.06-0.06	S
GCGS0774	5	344	7360	0.25	0.25-0.25	S	0.06	0.06-0.06	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0775	5	377	1901	0.25	0.25-0.25	S	0.06	0.06-0.06	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0776	5	340	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0777	3	466	1579	2	2.0-2.0	R	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0778	1	621	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0779	5	423	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0780	6	63	1901	0.5	0.5-0.5	S	0.125	0.125-0.125	S	16	16.0-16.0	R	0.032	0.032-0.032	S
GCGS0781	6	18	1901	0.063	0.063-0.063	S	0.032	0.032-0.032	S	4	4.0-4.0	R	0.016	0.016-0.016	S
GCGS0782	8	640	1902	0.25	0.25-0.25	S	0.06	0.06-0.06	S	0.004	0.004-0.004	S	0.008	0.008-0.008	S
GCGS0783	5	307	1901	0.25	0.25-0.25	S	0.06	0.06-0.06	S	2	2.0-2.0	R	0.015	0.015-0.015	S
GCGS0784	8	637	1902	0.25	0.25-0.25	S	0.06	0.06-0.06	S	0.008	0.008-0.008	S	0.03	0.03-0.03	S
GCGS0785	5	310	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	4	4.0-4.0	R	0.015	0.015-0.015	S
GCGS0786	3	477	1579	1	1.0-1.0	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.015	0.015-0.015	S
GCGS0787	7	979	9363	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0788	13	556	7363	0.25	0.25-0.25	S	0.06	0.06-0.06	S	2	2.0-2.0	R	0.03	0.03-0.03	S
GCGS0789	7	968	9363	0.5	0.5-0.5	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.008	0.008-0.008	S
GCGS0790	3	512	1579	2	2.0-2.0	R	0.06	0.06-0.06	S	0.03	0.03-0.03	S	0.03	0.03-0.03	S
GCGS0791	3	513	1579	2	2.0-2.0	R	0.06	0.06-0.06	S	0.03	0.03-0.03	S	0.06	0.06-0.06	S
GCGS0792	13	569	7363	8	8.0-8.0	R	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0793	13	568	7363	8	8.0-8.0	R	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0794	3	541	1920	1	1.0-1.0	S	0.06	0.06-0.06	S	0.015	0.015-0.015	S	0.03	0.03-0.03	S
GCGS0795	4	1043	1580	2	2.0-2.0	R	0.06	0.06-0.06	S	0.008	0.008-0.008	S	0.015	0.015-0.015	S
GCGS0796	5	352	1901	0.25	0.25-0.25	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.06	0.06-0.06	S
GCGS0797	5	354	1901	0.25	0.25-0.25	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0798	5	356	1901	0.25	0.25-0.25	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0799	5	362	1901	0.25	0.25-0.25	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.015	0.015-0.015	S
GCGS0800	1	598	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0801	1	610	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0802	1	608	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0803	1	609	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0804	13	555	7363	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0805	13	553	7363	0.5	0.5-0.5	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.03	0.03-0.03	S
GCGS0806	1	624	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0807	7	907	9363	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.06	0.06-0.06	S
GCGS0808	13	550	7363	0.25	0.25-0.25	S	0.06	0.06-0.06	S	8	8.0-8.0	R	0.015	0.015-0.015	S
GCGS0809	13	551	7363	0.5	0.5-0.5	S	0.06	0.06-0.06	S	16	16.0-16.0	R	0.03	0.03-0.03	S
GCGS0810	1	603	1901	0.5	0.5-0.5	S	0.06	0.06-0.06	S	32	32.0-32.0	R	0.06	0.06-0.06	S
